system:index,B,BLUE,Cu,EC,Fe,GREEN,K,Mn,N,NIR,OC,P,RED,S,SWIR1,SWIR2,TWI,Zn,aspect,clay05,clay515,date,district,elevation,end_date,pH,precipitation,sand05,sand515,silt05,silt515,slope,start_date,temp,village,.geo
0_0,0.13,0.11596757,1.11,0.38,18.4,0.12225946,347.2,4.31,451,0.17487298,0.75,68.8,0.122954056,30.2,0.17146757,0.123172976,-0.49044122912374893,0.98,245.251,384,383,2024-04-25,HOOGHLY,9,2024-06-30T00:00:00,6.27,3.637938,63,61,553,557,2.2143621,2023-07-01T00:00:00,30.181400000000007,Mamudpur,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.22619408346637,22.784284961472867]}"
1_0,0.26,0.110451356,1.26,0.59,11.5,0.12876756,280.4,2.84,486,0.25568917,0.84,49.4,0.13072161,11.6,0.21434054,0.1458892,0.37816164441221856,0.89,180.0,398,412,2024-04-22,HOOGHLY,9,2024-06-30T00:00:00,5.48,3.2468443,85,78,516,510,0.92740995,2023-07-01T00:00:00,30.104971428571435,Sargaria,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40971989601198,23.07938153230613]}"
2_0,0.42,0.134075,1.09,0.48,16.1,0.148225,246.4,4.42,426,0.32271665,0.72,73.8,0.13062222,31.5,0.24578889,0.15857223,-2.0590343753180194,1.21,301.56744,372,372,2024-04-25,HOOGHLY,12,2024-06-30T00:00:00,6.93,3.4647834,82,79,546,549,3.5389025,2023-07-01T00:00:00,30.169448275862077,Baharampur,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.13753036492378,22.834141459741502]}"
3_0,0.56,0.20668378,1.58,0.75,18.2,0.19044594,380.8,4.21,271,0.3226135,0.48,96.3,0.1562,18.5,0.23471351,0.15602432,-1.7997178298755563,0.97,227.31389,406,412,2024-05-03,HOOGHLY,4,2024-06-30T00:00:00,7.49,3.7342403,59,54,534,534,2.7339594,2023-07-01T00:00:00,30.227384615384615,Bangihati,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.30704245903712,22.731733517351877]}"
4_0,0.41,0.08439444,0.09,0.66,23.9,0.11383889,459.2,6.2,481,0.32132778,0.81,44.8,0.109408334,28.3,0.23402223,0.15571667,-0.6416782779573824,1.24,215.8856,339,350,2024-06-05,HOOGHLY,17,2024-06-30T00:00:00,6.42,3.4614663,200,192,462,459,3.4302464,2023-07-01T00:00:00,30.111062499999996,Chanpadanga,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.96370635744664,22.86082142367985]}"
5_0,0.37,0.12860572,2.18,0.58,10.5,0.14456286,156.8,2.97,390,0.2820943,0.66,46.2,0.13957429,19.2,0.23397143,0.16961142,0.4911301373768153,0.93,114.75795,367,366,2024-05-13,HOOGHLY,7,2024-06-30T00:00:00,6.45,3.7230208,48,45,584,589,2.2136128,2023-07-01T00:00:00,30.187562500000006,Duttapur,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.23104498600061,22.727960593158574]}"
6_0,0.52,0.10625811,1.3,0.42,19.3,0.1255946,448,3.61,283,0.2744338,0.51,91.8,0.1167973,11.1,0.24072297,0.16593243,2.4261021736996677,0.76,144.10815,323,334,2024-06-24,HOOGHLY,13,2024-06-30T00:00:00,6.77,3.3473628,180,174,497,492,3.4305158,2023-07-01T00:00:00,30.10722580645161,Bhanjipur (P),"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.01733577990858,22.89208279556721]}"
7_0,0.51,0.08065588,1.34,0.78,11.5,0.14537826,436.8,6.21,420,0.35364348,0.72,48.3,0.12996377,11,0.26628405,0.18323769,1.1773967230146047,0.96,-0.0,340,344,2024-05-21,HOOGHLY,20,2024-06-30T00:00:00,6.02,3.2480118,185,182,475,474,2.7802885,2023-07-01T00:00:00,30.183200000000003,Rajipur,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.05937693520536,22.977512579086977]}"
8_0,0.66,0.15148333,1.78,0.57,21.8,0.14322223,380.8,2.1,493,0.31193057,0.87,85.1,0.11291667,12.1,0.18189722,0.1112,-0.595861037471755,0.69,298.9605,402,410,2024-06-01,HOOGHLY,5,2024-06-30T00:00:00,6.42,3.7342403,62,58,535,532,5.7273054,2023-07-01T00:00:00,30.244076923076918,Jagannathpur,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.30865942654854,22.72823008774381]}"
9_0,0.61,0.14518334,1.63,0.52,13.6,0.14540556,459.2,4.32,376,0.29980832,0.63,85.1,0.116725,24.5,0.19470833,0.11649445,3.8466502786956873,0.54,180.0,390,385,2024-06-20,HOOGHLY,6,2024-06-30T00:00:00,7.43,3.7342403,42,40,568,575,1.8543341,2023-07-01T00:00:00,30.22071428571429,Basai (CT),"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.31189336157136,22.703167091316875]}"
